1	2	2
3	4	2
3	4	2
4	5	2
6	7	2
8	9	2
8	9	2
9	10	2
11	12	2
13	14	2
13	14	2
14	15	2
16	17	2
18	19	2
18	19	2
19	20	2
21	22	2
23	24	2
23	24	2
24	25	2
26	27	2
28	29	2
28	29	2
29	30	2
31	32	2
33	34	2
33	34	2
34	35	2
36	37	2
38	39	2
38	39	2
39	40	2
41	42	2
43	44	2
43	44	2
44	45	2
46	47	2
48	49	2
48	49	2
49	50	2
