1	2	50
2	2	50
2	3	50
2	4	50
5	6	50
6	6	50
6	7	50
6	8	50
9	10	50
10	10	50
10	11	50
10	12	50
13	14	50
14	14	50
14	15	50
14	16	50
17	18	50
18	18	50
18	19	50
18	20	50
21	22	50
22	22	50
22	23	50
22	24	50
25	26	50
26	26	50
26	27	50
26	28	50
29	30	50
30	30	50
30	31	50
30	32	50
33	34	50
34	34	50
34	35	50
34	36	50
37	38	50
38	38	50
38	39	50
38	40	50
